game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description
22000952,2020-21 Regular Season,2021-04-30,Jusuf Nurkic,Damian Lillard,Norman Powell,CJ McCollum,Robert Covington,Jeff Green,Blake Griffin,Landry Shamet,Joe Harris,Kyrie Irving,1,0,0,0:12:00,0:00:00,0:00:00,1,,start of period,,,,,,,,,,,,,,,,start of period,,,,,,
22000952,2020-21 Regular Season,2021-04-30,Jusuf Nurkic,Damian Lillard,Norman Powell,CJ McCollum,Robert Covington,Jeff Green,Blake Griffin,Landry Shamet,Joe Harris,Kyrie Irving,1,0,0,0:12:00,0:00:00,0:00:00,2,BKN,jump ball,,Jusuf Nurkic,Jeff Green,,,,,,,Jusuf Nurkic,,Damian Lillard,,,,jump ball,,,,,,Jump Ball Green vs. Nurkic: Tip to Lillard
22000952,2020-21 Regular Season,2021-04-30,Jusuf Nurkic,Damian Lillard,Norman Powell,CJ McCollum,Robert Covington,Jeff Green,Blake Griffin,Landry Shamet,Joe Harris,Kyrie Irving,1,0,0,0:11:46,0:00:14,0:00:14,3,POR,shot,,,,,,,,,,Norman Powell,0,,,missed,,3pt jump shot,26,109,236,14.1,28.6,MISS Powell 26' 3PT Jump Shot
22000952,2020-21 Regular Season,2021-04-30,Jusuf Nurkic,Damian Lillard,Norman Powell,CJ McCollum,Robert Covington,Jeff Green,Blake Griffin,Landry Shamet,Joe Harris,Kyrie Irving,1,0,0,0:11:43,0:00:17,0:00:03,4,BKN,rebound,,,,,,,,,,Blake Griffin,,,,,,rebound defensive,,,,,,Griffin REBOUND (Off:0 Def:1)
22000952,2020-21 Regular Season,2021-04-30,Jusuf Nurkic,Damian Lillard,Norman Powell,CJ McCollum,Robert Covington,Jeff Green,Blake Griffin,Landry Shamet,Joe Harris,Kyrie Irving,1,0,0,0:11:34,0:00:26,0:00:09,5,BKN,shot,,,,,,,,,,Blake Griffin,0,,,missed,,3pt jump shot,26,108,232,35.8,65.8,MISS Griffin 26' 3PT Jump Shot
22000952,2020-21 Regular Season,2021-04-30,Jusuf Nurkic,Damian Lillard,Norman Powell,CJ McCollum,Robert Covington,Jeff Green,Blake Griffin,Landry Shamet,Joe Harris,Kyrie Irving,1,0,0,0:11:30,0:00:30,0:00:04,6,POR,rebound,,,,,,,,,,Damian Lillard,,,,,,rebound defensive,,,,,,Lillard REBOUND (Off:0 Def:1)
22000952,2020-21 Regular Season,2021-04-30,Jusuf Nurkic,Damian Lillard,Norman Powell,CJ McCollum,Robert Covington,Jeff Green,Blake Griffin,Landry Shamet,Joe Harris,Kyrie Irving,1,0,0,0:11:26,0:00:34,0:00:04,7,POR,shot,,,,,,,,,,CJ McCollum,0,,,missed,,3pt jump shot,26,-162,209,41.2,25.900000000000002,MISS McCollum 26' 3PT Jump Shot
22000952,2020-21 Regular Season,2021-04-30,Jusuf Nurkic,Damian Lillard,Norman Powell,CJ McCollum,Robert Covington,Jeff Green,Blake Griffin,Landry Shamet,Joe Harris,Kyrie Irving,1,0,0,0:11:21,0:00:39,0:00:05,8,BKN,rebound,,,,,,,,,,Jeff Green,,,,,,rebound defensive,,,,,,Green REBOUND (Off:0 Def:1)
22000952,2020-21 Regular Season,2021-04-30,Jusuf Nurkic,Damian Lillard,Norman Powell,CJ McCollum,Robert Covington,Jeff Green,Blake Griffin,Landry Shamet,Joe Harris,Kyrie Irving,1,0,3,0:11:16,0:00:44,0:00:05,9,BKN,shot,Blake Griffin,,,,,,,,,Landry Shamet,3,,,made,,3pt pullup jump shot,24,-203,132,4.699999999999999,75.8,Shamet 24' 3PT Pullup Jump Shot (3 PTS) (Griffin 1 AST)
22000952,2020-21 Regular Season,2021-04-30,Jusuf Nurkic,Damian Lillard,Norman Powell,CJ McCollum,Robert Covington,Jeff Green,Blake Griffin,Landry Shamet,Joe Harris,Kyrie Irving,1,0,3,0:11:00,0:01:00,0:00:16,10,POR,shot,,,,,,,,,,Norman Powell,0,,,missed,,3pt jump shot,23,-231,-2,48.1,4.8,MISS Powell 3PT Jump Shot
