game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description
22000467,2020-21 Regular Season,2021-02-21,Mason Plumlee,Saddiq Bey,Jerami Grant,Wayne Ellington,Dennis Smith Jr.,Nikola Vucevic,James Ennis III,Al-Farouq Aminu,Evan Fournier,Michael Carter-Williams,1,0,0,0:12:00,0:00:00,0:00:00,1,,start of period,,,,,,,,,,,,,,,,start of period,,,,,,
22000467,2020-21 Regular Season,2021-02-21,Mason Plumlee,Saddiq Bey,Jerami Grant,Wayne Ellington,Dennis Smith Jr.,Nikola Vucevic,James Ennis III,Al-Farouq Aminu,Evan Fournier,Michael Carter-Williams,1,0,0,0:12:00,0:00:00,0:00:00,2,ORL,jump ball,,Mason Plumlee,Nikola Vucevic,,,,,,,Mason Plumlee,,Saddiq Bey,,,,jump ball,,,,,,Jump Ball Vucevic vs. Plumlee: Tip to Bey
22000467,2020-21 Regular Season,2021-02-21,Mason Plumlee,Saddiq Bey,Jerami Grant,Wayne Ellington,Dennis Smith Jr.,Nikola Vucevic,James Ennis III,Al-Farouq Aminu,Evan Fournier,Michael Carter-Williams,1,2,0,0:11:35,0:00:25,0:00:25,3,DET,shot,Wayne Ellington,,,,,,,,,Jerami Grant,2,,,made,,jump shot,18,91,157,15.9,20.700000000000003,Grant 18' Pullup Jump Shot (2 PTS) (Ellington 1 AST)
22000467,2020-21 Regular Season,2021-02-21,Mason Plumlee,Saddiq Bey,Jerami Grant,Wayne Ellington,Dennis Smith Jr.,Nikola Vucevic,James Ennis III,Al-Farouq Aminu,Evan Fournier,Michael Carter-Williams,1,2,0,0:11:15,0:00:45,0:00:20,4,ORL,shot,,,,,,,,,,Nikola Vucevic,0,,,missed,,jump shot,22,128,174,37.8,71.6,MISS Vucevic 22' Jump Shot
22000467,2020-21 Regular Season,2021-02-21,Mason Plumlee,Saddiq Bey,Jerami Grant,Wayne Ellington,Dennis Smith Jr.,Nikola Vucevic,James Ennis III,Al-Farouq Aminu,Evan Fournier,Michael Carter-Williams,1,2,0,0:11:12,0:00:48,0:00:03,5,DET,rebound,,,,,,,,,,Jerami Grant,,,,,,rebound defensive,,,,,,Grant REBOUND (Off:0 Def:1)
22000467,2020-21 Regular Season,2021-02-21,Mason Plumlee,Saddiq Bey,Jerami Grant,Wayne Ellington,Dennis Smith Jr.,Nikola Vucevic,James Ennis III,Al-Farouq Aminu,Evan Fournier,Michael Carter-Williams,1,2,0,0:10:58,0:01:02,0:00:14,6,DET,shot,,,,,,,,,,Saddiq Bey,0,,,missed,,3pt jump shot,27,92,256,15.799999999999999,30.6,MISS Bey 27' 3PT Jump Shot
22000467,2020-21 Regular Season,2021-02-21,Mason Plumlee,Saddiq Bey,Jerami Grant,Wayne Ellington,Dennis Smith Jr.,Nikola Vucevic,James Ennis III,Al-Farouq Aminu,Evan Fournier,Michael Carter-Williams,1,2,0,0:10:55,0:01:05,0:00:03,7,ORL,rebound,,,,,,,,,,James Ennis III,,,,,,rebound defensive,,,,,,Ennis III REBOUND (Off:0 Def:1)
22000467,2020-21 Regular Season,2021-02-21,Mason Plumlee,Saddiq Bey,Jerami Grant,Wayne Ellington,Dennis Smith Jr.,Nikola Vucevic,James Ennis III,Al-Farouq Aminu,Evan Fournier,Michael Carter-Williams,1,2,2,0:10:40,0:01:20,0:00:15,8,ORL,shot,,,,,,,,,,Nikola Vucevic,2,,,made,,hook shot,8,-20,79,23.0,81.1,Vucevic 8' Turnaround Hook Shot (2 PTS)
22000467,2020-21 Regular Season,2021-02-21,Mason Plumlee,Saddiq Bey,Jerami Grant,Wayne Ellington,Dennis Smith Jr.,Nikola Vucevic,James Ennis III,Al-Farouq Aminu,Evan Fournier,Michael Carter-Williams,1,2,2,0:10:22,0:01:38,0:00:18,9,ORL,jump ball,,Dennis Smith Jr.,Al-Farouq Aminu,,,,,,,Al-Farouq Aminu,,Evan Fournier,,,,jump ball,,,,,,Jump Ball Aminu vs. Smith Jr.: Tip to Fournier
22000467,2020-21 Regular Season,2021-02-21,Mason Plumlee,Saddiq Bey,Jerami Grant,Wayne Ellington,Dennis Smith Jr.,Nikola Vucevic,James Ennis III,Al-Farouq Aminu,Evan Fournier,Michael Carter-Williams,1,2,2,0:10:22,0:01:38,0:00:00,10,DET,turnover,,,,,,,,,,Dennis Smith Jr.,,,,,Al-Farouq Aminu,lost ball,,,,,,Aminu STEAL (1 STL): Smith Jr. Lost Ball Turnover (P1.T1)
