game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description
22000577,2020-21 Regular Season,2021-03-11,Deandre Ayton,Chris Paul,Devin Booker,Mikal Bridges,Frank Kaminsky,Enes Kanter,Robert Covington,Damian Lillard,Gary Trent Jr.,Derrick Jones Jr.,1,0,0,0:12:00,0:00:00,0:00:00,1,,start of period,,,,,,,,,,,,,,,,start of period,,,,,,
22000577,2020-21 Regular Season,2021-03-11,Deandre Ayton,Chris Paul,Devin Booker,Mikal Bridges,Frank Kaminsky,Enes Kanter,Robert Covington,Damian Lillard,Gary Trent Jr.,Derrick Jones Jr.,1,0,0,0:12:00,0:00:00,0:00:00,2,POR,jump ball,,Deandre Ayton,Enes Kanter,,,,,,,Deandre Ayton,,Chris Paul,,,,jump ball,,,,,,Jump Ball Kanter vs. Ayton: Tip to Paul
22000577,2020-21 Regular Season,2021-03-11,Deandre Ayton,Chris Paul,Devin Booker,Mikal Bridges,Frank Kaminsky,Enes Kanter,Robert Covington,Damian Lillard,Gary Trent Jr.,Derrick Jones Jr.,1,2,0,0:11:54,0:00:06,0:00:06,3,PHX,shot,Chris Paul,,,,,,,,,Deandre Ayton,2,,,made,,dunk,1,3,13,24.7,6.3,Ayton 1' Alley Oop Dunk (2 PTS) (Paul 1 AST)
22000577,2020-21 Regular Season,2021-03-11,Deandre Ayton,Chris Paul,Devin Booker,Mikal Bridges,Frank Kaminsky,Enes Kanter,Robert Covington,Damian Lillard,Gary Trent Jr.,Derrick Jones Jr.,1,2,2,0:11:36,0:00:24,0:00:18,4,POR,shot,,,,,,,,,,Robert Covington,2,,,made,,driving layup,0,1,3,25.1,88.7,Covington Driving Layup (2 PTS)
22000577,2020-21 Regular Season,2021-03-11,Deandre Ayton,Chris Paul,Devin Booker,Mikal Bridges,Frank Kaminsky,Enes Kanter,Robert Covington,Damian Lillard,Gary Trent Jr.,Derrick Jones Jr.,1,2,2,0:11:15,0:00:45,0:00:21,5,PHX,shot,,,,,,,,,,Devin Booker,0,,,missed,,jump shot,16,106,116,14.399999999999999,16.6,MISS Booker 16' Pullup Jump Shot
22000577,2020-21 Regular Season,2021-03-11,Deandre Ayton,Chris Paul,Devin Booker,Mikal Bridges,Frank Kaminsky,Enes Kanter,Robert Covington,Damian Lillard,Gary Trent Jr.,Derrick Jones Jr.,1,2,2,0:11:12,0:00:48,0:00:03,6,POR,rebound,,,,,,,,,,Robert Covington,,,,,,rebound defensive,,,,,,Covington REBOUND (Off:0 Def:1)
22000577,2020-21 Regular Season,2021-03-11,Deandre Ayton,Chris Paul,Devin Booker,Mikal Bridges,Frank Kaminsky,Enes Kanter,Robert Covington,Damian Lillard,Gary Trent Jr.,Derrick Jones Jr.,1,2,5,0:11:06,0:00:54,0:00:06,7,POR,shot,,,,,,,,,,Damian Lillard,3,,,made,,3pt running pull-up jump shot,28,90,266,34.0,62.4,Lillard 28' 3PT Running Pull-Up Jump Shot (3 PTS)
22000577,2020-21 Regular Season,2021-03-11,Deandre Ayton,Chris Paul,Devin Booker,Mikal Bridges,Frank Kaminsky,Enes Kanter,Robert Covington,Damian Lillard,Gary Trent Jr.,Derrick Jones Jr.,1,5,5,0:10:50,0:01:10,0:00:16,8,PHX,shot,Chris Paul,,,,,,,,,Devin Booker,3,,,made,,3pt jump shot,25,227,110,2.299999999999997,16.0,Booker 25' 3PT Jump Shot (3 PTS) (Paul 2 AST)
22000577,2020-21 Regular Season,2021-03-11,Deandre Ayton,Chris Paul,Devin Booker,Mikal Bridges,Frank Kaminsky,Enes Kanter,Robert Covington,Damian Lillard,Gary Trent Jr.,Derrick Jones Jr.,1,5,5,0:10:36,0:01:24,0:00:14,9,POR,shot,,,,,,,,,,Gary Trent Jr.,0,,,missed,,jump shot,17,136,99,38.6,79.1,MISS Trent Jr. 17' Pullup Jump Shot
22000577,2020-21 Regular Season,2021-03-11,Deandre Ayton,Chris Paul,Devin Booker,Mikal Bridges,Frank Kaminsky,Enes Kanter,Robert Covington,Damian Lillard,Gary Trent Jr.,Derrick Jones Jr.,1,5,5,0:10:33,0:01:27,0:00:03,10,PHX,rebound,,,,,,,,,,Deandre Ayton,,,,,,rebound defensive,,,,,,Ayton REBOUND (Off:0 Def:1)
22000577,2020-21 Regular Season,2021-03-11,Deandre Ayton,Chris Paul,Devin Booker,Mikal Bridges,Frank Kaminsky,Enes Kanter,Robert Covington,Damian Lillard,Gary Trent Jr.,Derrick Jones Jr.,1,5,5,0:10:23,0:01:37,0:00:10,11,PHX,shot,,,,,,,,,,Devin Booker,0,,,missed,,3pt pullup jump shot,27,-2,267,25.2,31.700000000000003,MISS Booker 27' 3PT Pullup Jump Shot
22000577,2020-21 Regular Season,2021-03-11,Deandre Ayton,Chris Paul,Devin Booker,Mikal Bridges,Frank Kaminsky,Enes Kanter,Robert Covington,Damian Lillard,Gary Trent Jr.,Derrick Jones Jr.,1,5,5,0:10:20,0:01:40,0:00:03,12,POR,rebound,,,,,,,,,,Enes Kanter,,,,,,rebound defensive,,,,,,Kanter REBOUND (Off:0 Def:1)
22000577,2020-21 Regular Season,2021-03-11,Deandre Ayton,Chris Paul,Devin Booker,Mikal Bridges,Frank Kaminsky,Enes Kanter,Robert Covington,Damian Lillard,Gary Trent Jr.,Derrick Jones Jr.,1,5,5,0:10:16,0:01:44,0:00:04,13,PHX,foul,,,,,,,,Gary Trent Jr.,,Devin Booker,,,s.foul,,,shooting,,,,,,Booker S.FOUL (P1.T1) (E.Malloy)
22000577,2020-21 Regular Season,2021-03-11,Deandre Ayton,Chris Paul,Devin Booker,Mikal Bridges,Frank Kaminsky,Enes Kanter,Robert Covington,Damian Lillard,Gary Trent Jr.,Derrick Jones Jr.,1,5,6,0:10:16,0:01:44,0:00:00,14,POR,free throw,,,,,,,1,,2,Gary Trent Jr.,1,,,made,,free throw 1/2,,,,,,Trent Jr. Free Throw 1 of 2 (1 PTS)
22000577,2020-21 Regular Season,2021-03-11,Deandre Ayton,Chris Paul,Devin Booker,Mikal Bridges,Frank Kaminsky,Enes Kanter,Robert Covington,Damian Lillard,Gary Trent Jr.,Derrick Jones Jr.,1,5,6,0:10:16,0:01:44,0:00:00,15,POR,free throw,,,,,,,2,,2,Gary Trent Jr.,0,,,missed,,free throw 2/2,,,,,,MISS Trent Jr. Free Throw 2 of 2
