game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description
22000272,2020-21 Regular Season,2021-01-27,Mason Plumlee,Wayne Ellington,Delon Wright,Saddiq Bey,Jerami Grant,Andre Drummond,Cedi Osman,Collin Sexton,Darius Garland,Isaac Okoro,1,0,0,0:12:00,0:00:00,0:00:00,1,,start of period,,,,,,,,,,,,,,,,start of period,,,,,,
22000272,2020-21 Regular Season,2021-01-27,Mason Plumlee,Wayne Ellington,Delon Wright,Saddiq Bey,Jerami Grant,Andre Drummond,Cedi Osman,Collin Sexton,Darius Garland,Isaac Okoro,1,0,0,0:12:00,0:00:00,0:00:00,2,CLE,jump ball,,Mason Plumlee,Andre Drummond,,,,,,,Andre Drummond,,Cedi Osman,,,,jump ball,,,,,,Jump Ball Drummond vs. Plumlee: Tip to Osman
22000272,2020-21 Regular Season,2021-01-27,Mason Plumlee,Wayne Ellington,Delon Wright,Saddiq Bey,Jerami Grant,Andre Drummond,Cedi Osman,Collin Sexton,Darius Garland,Isaac Okoro,1,0,2,0:11:44,0:00:16,0:00:16,3,CLE,shot,,,,,,,,,,Andre Drummond,2,,,made,,driving layup,1,2,7,25.2,88.3,Drummond 1' Driving Layup (2 PTS)
22000272,2020-21 Regular Season,2021-01-27,Mason Plumlee,Wayne Ellington,Delon Wright,Saddiq Bey,Jerami Grant,Andre Drummond,Cedi Osman,Collin Sexton,Darius Garland,Isaac Okoro,1,0,2,0:11:24,0:00:36,0:00:20,4,CLE,technical foul,,,,,,,,,,Andre Drummond,,,,,,defensive 3 seconds,,,,,,CAVALIERS T.Foul (Def. 3 Sec Drummond ) (M.Boland)
22000272,2020-21 Regular Season,2021-01-27,Mason Plumlee,Wayne Ellington,Delon Wright,Saddiq Bey,Jerami Grant,Andre Drummond,Cedi Osman,Collin Sexton,Darius Garland,Isaac Okoro,1,1,2,0:11:24,0:00:36,0:00:00,5,DET,free throw,,,,,,,1,,1,Wayne Ellington,1,,,made,,free throw technical,,,,,,Ellington Free Throw Technical (1 PTS)
22000272,2020-21 Regular Season,2021-01-27,Mason Plumlee,Wayne Ellington,Delon Wright,Saddiq Bey,Jerami Grant,Andre Drummond,Cedi Osman,Collin Sexton,Darius Garland,Isaac Okoro,1,4,2,0:11:11,0:00:49,0:00:13,6,DET,shot,Delon Wright,,,,,,,,,Wayne Ellington,3,,,made,,3pt turnaround jump shot,25,-217,127,46.7,17.700000000000003,Ellington 25' 3PT Turnaround Jump Shot (4 PTS) (Wright 1 AST)
22000272,2020-21 Regular Season,2021-01-27,Mason Plumlee,Wayne Ellington,Delon Wright,Saddiq Bey,Jerami Grant,Andre Drummond,Cedi Osman,Collin Sexton,Darius Garland,Isaac Okoro,1,4,2,0:10:54,0:01:06,0:00:17,7,CLE,turnover,,,,,,,,,,Collin Sexton,,,bad pass,,Delon Wright,bad pass,,,,,,Sexton Bad Pass Turnover (P1.T1): Wright STEAL (1 STL)
22000272,2020-21 Regular Season,2021-01-27,Mason Plumlee,Wayne Ellington,Delon Wright,Saddiq Bey,Jerami Grant,Andre Drummond,Cedi Osman,Collin Sexton,Darius Garland,Isaac Okoro,1,6,2,0:10:49,0:01:11,0:00:05,8,DET,shot,Delon Wright,,,,,,,,,Mason Plumlee,2,,,made,,dunk,1,6,11,24.4,6.1,Plumlee 1' Running Alley Oop Dunk Shot (2 PTS) (Wright 2 AST)
22000272,2020-21 Regular Season,2021-01-27,Mason Plumlee,Wayne Ellington,Delon Wright,Saddiq Bey,Jerami Grant,Andre Drummond,Cedi Osman,Collin Sexton,Darius Garland,Isaac Okoro,1,6,2,0:10:39,0:01:21,0:00:10,9,CLE,shot,,,,Mason Plumlee,,,,,,Andre Drummond,0,,,missed,,cutting dunk shot,2,14,12,26.4,87.8,MISS Drummond 2' Cutting Dunk Shot: Plumlee BLOCK (1 BLK)
22000272,2020-21 Regular Season,2021-01-27,Mason Plumlee,Wayne Ellington,Delon Wright,Saddiq Bey,Jerami Grant,Andre Drummond,Cedi Osman,Collin Sexton,Darius Garland,Isaac Okoro,1,6,2,0:10:39,0:01:21,0:00:00,10,CLE,rebound,,,,,,,,,,,,,,,,rebound offensive,,,,,,CAVALIERS Rebound
