game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description
22000843,2020-21 Regular Season,2021-04-15,De'Aaron Fox,Buddy Hield,Damian Jones,Harrison Barnes,Maurice Harkless,Deandre Ayton,Devin Booker,Jae Crowder,Mikal Bridges,Chris Paul,1,0,0,0:12:00,0:00:00,0:00:00,1,,start of period,,,,,,,,,,,,,,,,start of period,,,,,,
22000843,2020-21 Regular Season,2021-04-15,De'Aaron Fox,Buddy Hield,Damian Jones,Harrison Barnes,Maurice Harkless,Deandre Ayton,Devin Booker,Jae Crowder,Mikal Bridges,Chris Paul,1,0,0,0:12:00,0:00:00,0:00:00,2,PHX,jump ball,,,Deandre Ayton,,,,,,,,,,,,,jump ball,,,,,, 
22000843,2020-21 Regular Season,2021-04-15,De'Aaron Fox,Buddy Hield,Damian Jones,Harrison Barnes,Maurice Harkless,Deandre Ayton,Devin Booker,Jae Crowder,Mikal Bridges,Chris Paul,1,2,0,0:11:48,0:00:12,0:00:12,3,SAC,shot,,,,,,,,,,De'Aaron Fox,2,,,made,,jump shot,19,-89,163,33.9,21.3,Fox 19' Pullup Jump Shot (2 PTS)
22000843,2020-21 Regular Season,2021-04-15,De'Aaron Fox,Buddy Hield,Damian Jones,Harrison Barnes,Maurice Harkless,Deandre Ayton,Devin Booker,Jae Crowder,Mikal Bridges,Chris Paul,1,2,2,0:11:32,0:00:28,0:00:16,4,PHX,shot,Devin Booker,,,,,,,,,Deandre Ayton,2,,,made,,cutting dunk shot,1,4,13,25.4,87.7,Ayton 1' Cutting Dunk Shot (2 PTS) (Booker 1 AST)
22000843,2020-21 Regular Season,2021-04-15,De'Aaron Fox,Buddy Hield,Damian Jones,Harrison Barnes,Maurice Harkless,Deandre Ayton,Devin Booker,Jae Crowder,Mikal Bridges,Chris Paul,1,2,2,0:11:17,0:00:43,0:00:15,5,SAC,shot,,,,,,,,,,Buddy Hield,0,,,missed,,3pt jump shot,26,168,198,8.2,24.8,MISS Hield 26' 3PT Jump Shot
22000843,2020-21 Regular Season,2021-04-15,De'Aaron Fox,Buddy Hield,Damian Jones,Harrison Barnes,Maurice Harkless,Deandre Ayton,Devin Booker,Jae Crowder,Mikal Bridges,Chris Paul,1,2,2,0:11:15,0:00:45,0:00:02,6,PHX,rebound,,,,,,,,,,Jae Crowder,,,,,,rebound defensive,,,,,,Crowder REBOUND (Off:0 Def:1)
22000843,2020-21 Regular Season,2021-04-15,De'Aaron Fox,Buddy Hield,Damian Jones,Harrison Barnes,Maurice Harkless,Deandre Ayton,Devin Booker,Jae Crowder,Mikal Bridges,Chris Paul,1,2,5,0:11:08,0:00:52,0:00:07,7,PHX,shot,Mikal Bridges,,,,,,,,,Jae Crowder,3,,,made,,3pt jump shot,27,-131,236,11.899999999999999,65.4,Crowder 27' 3PT Jump Shot (3 PTS) (Bridges 1 AST)
22000843,2020-21 Regular Season,2021-04-15,De'Aaron Fox,Buddy Hield,Damian Jones,Harrison Barnes,Maurice Harkless,Deandre Ayton,Devin Booker,Jae Crowder,Mikal Bridges,Chris Paul,1,2,5,0:10:58,0:01:02,0:00:10,8,SAC,shot,,,,,,,,,,Buddy Hield,0,,,missed,,3pt jump shot,28,157,226,9.299999999999999,27.6,MISS Hield 28' 3PT Jump Shot
22000843,2020-21 Regular Season,2021-04-15,De'Aaron Fox,Buddy Hield,Damian Jones,Harrison Barnes,Maurice Harkless,Deandre Ayton,Devin Booker,Jae Crowder,Mikal Bridges,Chris Paul,1,2,5,0:10:55,0:01:05,0:00:03,9,PHX,rebound,,,,,,,,,,Mikal Bridges,,,,,,rebound defensive,,,,,,Bridges REBOUND (Off:0 Def:1)
22000843,2020-21 Regular Season,2021-04-15,De'Aaron Fox,Buddy Hield,Damian Jones,Harrison Barnes,Maurice Harkless,Deandre Ayton,Devin Booker,Jae Crowder,Mikal Bridges,Chris Paul,1,2,8,0:10:46,0:01:14,0:00:09,10,PHX,shot,Devin Booker,,,,,,,,,Mikal Bridges,3,,,made,,3pt jump shot,23,-231,29,1.8999999999999986,86.1,Bridges 3PT Jump Shot (3 PTS) (Booker 2 AST)
