game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description
22200529,2022-23 Regular Season,2022-12-30,Kristaps Porzingis,Daniel Gafford,Kyle Kuzma,Corey Kispert,Monte Morris,Bol Bol,Franz Wagner,Paolo Banchero,Terrence Ross,Markelle Fultz,1,0,0,0:12:00,0:00:00,0:00:00,1,,start of period,,,,,,,,,,,,,,,,start of period,,,,,,
22200529,2022-23 Regular Season,2022-12-30,Kristaps Porzingis,Daniel Gafford,Kyle Kuzma,Corey Kispert,Monte Morris,Bol Bol,Franz Wagner,Paolo Banchero,Terrence Ross,Markelle Fultz,1,0,0,0:12:00,0:00:00,0:00:00,2,ORL,jump ball,,Kristaps Porzingis,Bol Bol,,,,,,,Kristaps Porzingis,,Daniel Gafford,,,,jump ball,,,,,,Jump Ball Bol vs. Porzingis: Tip to Gafford
22200529,2022-23 Regular Season,2022-12-30,Kristaps Porzingis,Daniel Gafford,Kyle Kuzma,Corey Kispert,Monte Morris,Bol Bol,Franz Wagner,Paolo Banchero,Terrence Ross,Markelle Fultz,1,0,0,0:11:39,0:00:21,0:00:21,3,WAS,shot,,,,,,,,,,Kyle Kuzma,0,,,missed,,fadeaway jumper,13,-45,121,29.5,17.1,MISS Kuzma 13' Fadeaway Jumper
22200529,2022-23 Regular Season,2022-12-30,Kristaps Porzingis,Daniel Gafford,Kyle Kuzma,Corey Kispert,Monte Morris,Bol Bol,Franz Wagner,Paolo Banchero,Terrence Ross,Markelle Fultz,1,0,0,0:11:34,0:00:26,0:00:05,4,ORL,rebound,,,,,,,,,,Franz Wagner,,,,,,rebound defensive,,,,,,F. Wagner REBOUND (Off:0 Def:1)
22200529,2022-23 Regular Season,2022-12-30,Kristaps Porzingis,Daniel Gafford,Kyle Kuzma,Corey Kispert,Monte Morris,Bol Bol,Franz Wagner,Paolo Banchero,Terrence Ross,Markelle Fultz,1,0,0,0:11:25,0:00:35,0:00:09,5,ORL,shot,,,,,,,,,,Paolo Banchero,0,,,missed,,hook shot,8,-43,67,20.7,82.3,MISS Banchero 8' Driving Bank Hook Shot
22200529,2022-23 Regular Season,2022-12-30,Kristaps Porzingis,Daniel Gafford,Kyle Kuzma,Corey Kispert,Monte Morris,Bol Bol,Franz Wagner,Paolo Banchero,Terrence Ross,Markelle Fultz,1,0,0,0:11:24,0:00:36,0:00:01,6,WAS,rebound,,,,,,,,,,Daniel Gafford,,,,,,rebound defensive,,,,,,Gafford REBOUND (Off:0 Def:1)
22200529,2022-23 Regular Season,2022-12-30,Kristaps Porzingis,Daniel Gafford,Kyle Kuzma,Corey Kispert,Monte Morris,Bol Bol,Franz Wagner,Paolo Banchero,Terrence Ross,Markelle Fultz,1,0,0,0:11:11,0:00:49,0:00:13,7,WAS,shot,,,,,,,,,,Corey Kispert,0,,,missed,,driving layup,7,-60,31,31.0,8.1,MISS Kispert 7' Driving Layup
22200529,2022-23 Regular Season,2022-12-30,Kristaps Porzingis,Daniel Gafford,Kyle Kuzma,Corey Kispert,Monte Morris,Bol Bol,Franz Wagner,Paolo Banchero,Terrence Ross,Markelle Fultz,1,0,0,0:11:08,0:00:52,0:00:03,8,WAS,rebound,,,,,,,,,,Kristaps Porzingis,,,,,,rebound offensive,,,,,,Porzingis REBOUND (Off:1 Def:0)
22200529,2022-23 Regular Season,2022-12-30,Kristaps Porzingis,Daniel Gafford,Kyle Kuzma,Corey Kispert,Monte Morris,Bol Bol,Franz Wagner,Paolo Banchero,Terrence Ross,Markelle Fultz,1,2,0,0:11:08,0:00:52,0:00:00,9,WAS,shot,,,,,,,,,,Kristaps Porzingis,2,,,made,,layup,0,0,0,25.0,5.0,Porzingis Tip Layup Shot (2 PTS)
22200529,2022-23 Regular Season,2022-12-30,Kristaps Porzingis,Daniel Gafford,Kyle Kuzma,Corey Kispert,Monte Morris,Bol Bol,Franz Wagner,Paolo Banchero,Terrence Ross,Markelle Fultz,1,2,2,0:10:50,0:01:10,0:00:18,10,ORL,shot,Franz Wagner,,,,,,,,,Bol Bol,2,,,made,,cutting finger roll layup shot,4,-1,43,24.9,84.7,Bol 4' Cutting Finger Roll Layup Shot (2 PTS) (F. Wagner 1 AST)
